"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"1",1001,"AL","Autauga County, AL","Low","Low","High","High",370312,5683
"2",1003,"AL","Baldwin County, AL","Low","Low","High","Low",1501508,24281
"3",1005,"AL","Barbour County, AL","High","Low","Low","High",209056,2520
"4",1007,"AL","Bibb County, AL","High","Low","Low","High",1240216,33211
"5",1009,"AL","Blount County, AL","Low","Low","Low","Low",961745,10207
"6",1011,"AL","Bullock County, AL","Low","Low","Low","High",119627,3163
"7",1013,"AL","Butler County, AL","High","Low","Low","High",3020948,45139
"8",1015,"AL","Calhoun County, AL","High","Low","Low","High",1886012,37917
"9",1017,"AL","Chambers County, AL","High","Low","Low","High",535447,12601
"10",1019,"AL","Cherokee County, AL","Low","Low","Low","Low",2509424,40122
"11",1021,"AL","Chilton County, AL","Low","Low","Low","Low",290417,4775
"12",1023,"AL","Choctaw County, AL","High","Low","Low","High",196980,4598
"13",1025,"AL","Clarke County, AL","High","Low","Low","High",1389954,20822
"14",1027,"AL","Clay County, AL","Low","Low","Low","High",2512056,50879
"15",1029,"AL","Cleburne County, AL","Low","Low","Low","Low",169251,4156
"16",1031,"AL","Coffee County, AL","Low","Low","Low","High",1034170,16086
"17",1033,"AL","Colbert County, AL","High","Low","Low","High",381668,5400
"18",1035,"AL","Conecuh County, AL","High","Low","Low","High",101787,2246
"19",1037,"AL","Coosa County, AL","Low","Low","Low","High",41502,651
"20",1039,"AL","Covington County, AL","Low","Low","Low","Low",462424,10074
"21",1041,"AL","Crenshaw County, AL","Low","Low","Low","High",100927,4377
"22",1043,"AL","Cullman County, AL","Low","Low","Low","Low",492852,4765
"23",1045,"AL","Dale County, AL","Low","Low","Low","High",292562,7363
"24",1047,"AL","Dallas County, AL","High","Low","Low","High",17823910,237981
"25",1049,"AL","DeKalb County, AL","Low","Low","Low","Low",5401884,91597
"26",1051,"AL","Elmore County, AL","Low","Low","High","High",657655,10636
"27",1053,"AL","Escambia County, AL","High","Low","Low","High",2624851,46572
"28",1055,"AL","Etowah County, AL","High","Low","Low","High",773675,9532
"29",1057,"AL","Fayette County, AL","Low","Low","Low","Low",3613942,51720
"30",1059,"AL","Franklin County, AL","Low","Low","Low","Low",10867139,218177
"31",1061,"AL","Geneva County, AL","Low","Low","Low","Low",135561,1110
"32",1063,"AL","Greene County, AL","High","Low","Low","High",3436801,66823
"33",1065,"AL","Hale County, AL","High","Low","Low","High",589875,16898
"34",1067,"AL","Henry County, AL","Low","Low","Low","High",2529359,40412
"35",1069,"AL","Houston County, AL","Low","Low","Low","High",1478038,25170
"36",1071,"AL","Jackson County, AL","Low","Low","Low","Low",5185892,90335
"37",1073,"AL","Jefferson County, AL","High","Low","High","High",15825803,309081
"38",1075,"AL","Lamar County, AL","Low","Low","Low","Low",846003,18874
"39",1077,"AL","Lauderdale County, AL","Low","Low","High","Low",1154481,35776
"40",1079,"AL","Lawrence County, AL","Low","Low","Low","High",1697629,38325
"41",1081,"AL","Lee County, AL","Low","Low","High","High",7279484,145230
"42",1083,"AL","Limestone County, AL","Low","Low","High","High",605528,6976
"43",1085,"AL","Lowndes County, AL","High","Low","Low","High",1336373,30891
"44",1087,"AL","Macon County, AL","High","Low","Low","High",1126553,24443
"45",1089,"AL","Madison County, AL","Low","Low","High","High",7167895,123804
"46",1091,"AL","Marengo County, AL","High","Low","Low","High",171051,4058
"47",1093,"AL","Marion County, AL","Low","Low","Low","Low",11139856,313433
"48",1095,"AL","Marshall County, AL","Low","Low","Low","Low",2461176,33656
"49",1097,"AL","Mobile County, AL","High","Low","High","High",2670605,60927
"50",1099,"AL","Monroe County, AL","High","Low","Low","High",5435794,166229
"51",1101,"AL","Montgomery County, AL","High","Low","High","High",17144036,540993
"52",1103,"AL","Morgan County, AL","Low","Low","Low","High",1889018,36521
"53",1105,"AL","Perry County, AL","High","Low","Low","High",875485,17856
"54",1107,"AL","Pickens County, AL","High","Low","Low","High",1027224,15334
"55",1109,"AL","Pike County, AL","Low","Low","High","High",1217585,25991
"56",1111,"AL","Randolph County, AL","Low","Low","Low","High",1545414,31971
"57",1113,"AL","Russell County, AL","Low","Low","Low","High",530469,4573
"58",1115,"AL","St. Clair County, AL","Low","Low","Low","Low",2675125,67080
"59",1117,"AL","Shelby County, AL","Low","Low","High","High",9042710,134995
"60",1119,"AL","Sumter County, AL","High","Low","Low","High",1413873,47209
"61",1121,"AL","Talladega County, AL","High","Low","Low","High",438953,6191
"62",1123,"AL","Tallapoosa County, AL","High","Low","Low","High",267423,19340
"63",1125,"AL","Tuscaloosa County, AL","High","Low","High","High",1660844,23215
"64",1127,"AL","Walker County, AL","Low","Low","Low","Low",1575799,33502
"65",1129,"AL","Washington County, AL","High","Low","Low","High",10598749,179119
"66",1131,"AL","Wilcox County, AL","High","Low","Low","High",170519,7781
"67",1133,"AL","Winston County, AL","Low","Low","Low","Low",330986,6764
"68",2016,"AK","Aleutians West Census Area, AK","Low","Low","Low","High",17883,0
"69",2020,"AK","Anchorage Borough/municipality, AK","High","Low","Low","High",1448355,7992
"70",2050,"AK","Bethel Census Area, AK","High","Low","High","High",102289,364
"71",2060,"AK","Bristol Bay Borough, AK","High","Low","Low","High",30,0
"72",2068,"AK","Denali Borough, AK","High","Low","High","High",3828,0
"73",2070,"AK","Dillingham Census Area, AK","High","Low","High","High",9438,38
"74",2090,"AK","Fairbanks North Star Borough, AK","Low","Low","Low","High",335620,2176
"75",2100,"AK","Haines Borough, AK","High","Low","High","High",2224,0
"76",2105,"AK","Hoonah-Angoon Census Area, AK","High","Low","High","High",0,0
"77",2110,"AK","Juneau Borough/city, AK","High","Low","Low","High",86134,300
"78",2122,"AK","Kenai Peninsula Borough, AK","High","Low","High","High",225097,673
"79",2130,"AK","Ketchikan Gateway Borough, AK","High","Low","High","High",20323,0
"80",2150,"AK","Kodiak Island Borough, AK","Low","Low","High","High",33528,30
"81",2158,"AK","Kusilvak Census Area, AK","High","Low","High","High",32264,81
"82",2164,"AK","Lake and Peninsula Borough, AK","High","Low","Low","High",0,0
"83",2180,"AK","Nome Census Area, AK","High","Low","High","High",19998,0
"84",2185,"AK","North Slope Borough, AK","Low","Low","Low","High",41807,48
"85",2188,"AK","Northwest Arctic Borough, AK","High","Low","Low","High",31903,0
"86",2195,"AK","Petersburg Borough, AK","High","Low","Low","High",2869,0
"87",2198,"AK","Prince of Wales-Hyder Census Area, AK","High","Low","Low","High",5825,64
"88",2220,"AK","Sitka Borough/city, AK","High","Low","Low","High",17570,0
"89",2240,"AK","Southeast Fairbanks Census Area, AK","High","Low","High","High",21088,119
"90",4003,"AZ","Cochise County, AZ","High","Low","Low","Low",477826,12646
"91",4005,"AZ","Coconino County, AZ","High","Low","Low","High",990105,31510
"92",4007,"AZ","Gila County, AZ","High","Low","High","High",327380,11344
"93",4009,"AZ","Graham County, AZ","Low","Low","Low","High",260554,5653
"94",4011,"AZ","Greenlee County, AZ","Low","Low","High","Low",22228,410
"95",4012,"AZ","La Paz County, AZ","High","Low","High","High",126102,3091
"96",4013,"AZ","Maricopa County, AZ","High","Low","Low","High",30076329,608930
"97",4015,"AZ","Mohave County, AZ","High","Low","Low","Low",882293,42176
"98",4017,"AZ","Navajo County, AZ","High","Low","Low","High",1323733,46741
"99",4019,"AZ","Pima County, AZ","High","Low","Low","Low",5390442,124265
"100",4021,"AZ","Pinal County, AZ","High","Low","High","High",2313603,40119
"101",4023,"AZ","Santa Cruz County, AZ","High","Low","Low","Low",1161637,15638
"102",4025,"AZ","Yavapai County, AZ","High","Low","Low","Low",671350,16745
"103",4027,"AZ","Yuma County, AZ","High","Low","High","Low",2763768,62392
"104",5001,"AR","Arkansas County, AR","Low","Low","Low","High",99987,1978
"105",5003,"AR","Ashley County, AR","High","Low","High","High",99075,1835
"106",5005,"AR","Baxter County, AR","Low","Low","Low","Low",115503,2229
"107",5007,"AR","Benton County, AR","Low","Low","High","Low",3318334,58251
"108",5009,"AR","Boone County, AR","Low","Low","Low","Low",2591455,33899
"109",5011,"AR","Bradley County, AR","Low","Low","Low","High",726701,5621
"110",5013,"AR","Calhoun County, AR","Low","Low","Low","High",1886012,37917
"111",5015,"AR","Carroll County, AR","Low","Low","High","Low",2260927,67235
"112",5017,"AR","Chicot County, AR","High","Low","Low","High",171422,3198
"113",5019,"AR","Clark County, AR","Low","Low","Low","High",17233114,317066
"114",5021,"AR","Clay County, AR","Low","Low","Low","Low",2512056,50879
"115",5023,"AR","Cleburne County, AR","High","Low","Low","Low",169251,4156
"116",5025,"AR","Cleveland County, AR","Low","Low","Low","Low",1930046,31994
"117",5027,"AR","Columbia County, AR","High","Low","High","High",2307534,47395
"118",5029,"AR","Conway County, AR","Low","Low","Low","Low",72955,981
"119",5031,"AR","Craighead County, AR","Low","Low","Low","High",730103,7674
"120",5033,"AR","Crawford County, AR","Low","Low","Low","Low",1524601,16985
"121",5035,"AR","Crittenden County, AR","High","Low","Low","High",454771,8552
"122",5037,"AR","Cross County, AR","Low","Low","Low","High",98229,2659
"123",5039,"AR","Dallas County, AR","Low","Low","High","High",17823910,237981
"124",5041,"AR","Desha County, AR","High","Low","Low","High",69245,1032
"125",5043,"AR","Drew County, AR","High","Low","Low","High",88039,1192
"126",5045,"AR","Faulkner County, AR","Low","Low","Low","High",555777,5465
"127",5047,"AR","Franklin County, AR","Low","Low","Low","Low",10867139,218177
"128",5049,"AR","Fulton County, AR","Low","Low","Low","Low",6308351,131880
"129",5051,"AR","Garland County, AR","High","Low","Low","Low",426518,10534
"130",5053,"AR","Grant County, AR","Low","Low","High","Low",1687989,28993
"131",5055,"AR","Greene County, AR","Low","Low","Low","Low",3436801,66823
"132",5057,"AR","Hempstead County, AR","Low","Low","Low","High",93727,924
"133",5059,"AR","Hot Spring County, AR","Low","Low","High","Low",387859,4934
"134",5061,"AR","Howard County, AR","Low","Low","Low","High",2013133,50224
"135",5063,"AR","Independence County, AR","Low","Low","Low","Low",224445,6092
"136",5065,"AR","Izard County, AR","High","Low","Low","Low",82694,480
"137",5067,"AR","Jackson County, AR","High","Low","Low","High",5185892,90335
"138",5069,"AR","Jefferson County, AR","High","Low","Low","High",15825803,309081
"139",5071,"AR","Johnson County, AR","Low","Low","Low","Low",6158315,100998
"140",5073,"AR","Lafayette County, AR","High","Low","Low","High",846519,12696
"141",5075,"AR","Lawrence County, AR","Low","Low","Low","Low",1697629,38325
"142",5077,"AR","Lee County, AR","High","Low","Low","High",7279484,145230
"143",5079,"AR","Lincoln County, AR","Low","Low","Low","High",2971136,39319
"144",5081,"AR","Little River County, AR","Low","Low","Low","High",71541,4137
"145",5083,"AR","Logan County, AR","Low","Low","Low","Low",1082458,18834
"146",5085,"AR","Lonoke County, AR","Low","Low","Low","Low",281149,4403
"147",5087,"AR","Madison County, AR","Low","Low","Low","Low",7167895,123804
"148",5089,"AR","Marion County, AR","Low","Low","Low","Low",11139856,313433
"149",5091,"AR","Miller County, AR","High","Low","Low","High",409114,4633
"150",5093,"AR","Mississippi County, AR","High","Low","Low","High",448986,9497
"151",5095,"AR","Monroe County, AR","Low","Low","Low","High",5435794,166229
"152",5097,"AR","Montgomery County, AR","High","Low","Low","Low",17144036,540993
"153",5099,"AR","Nevada County, AR","Low","Low","Low","High",200304,4122
"154",5101,"AR","Newton County, AR","Low","Low","Low","Low",846183,26622
"155",5103,"AR","Ouachita County, AR","Low","Low","Low","High",72802,1395
"156",5105,"AR","Perry County, AR","Low","Low","Low","Low",875485,17856
"157",5107,"AR","Phillips County, AR","High","Low","Low","High",192740,4483
"158",5109,"AR","Pike County, AR","Low","Low","Low","Low",1217585,25991
"159",5111,"AR","Poinsett County, AR","Low","Low","Low","Low",168165,3780
"160",5113,"AR","Polk County, AR","Low","Low","Low","Low",9066243,176153
"161",5115,"AR","Pope County, AR","Low","Low","Low","Low",505765,5419
"162",5117,"AR","Prairie County, AR","Low","Low","Low","Low",43890,724
"163",5119,"AR","Pulaski County, AR","High","Low","Low","High",2631847,45017
"164",5121,"AR","Randolph County, AR","Low","Low","Low","Low",1545414,31971
"165",5123,"AR","St. Francis County, AR","High","Low","High","High",330667,1592
"166",5125,"AR","Saline County, AR","Low","Low","Low","Low",1228782,13017
"167",5127,"AR","Scott County, AR","Low","Low","High","Low",2832988,34477
"168",5129,"AR","Searcy County, AR","Low","Low","Low","Low",32470,253
"169",5131,"AR","Sebastian County, AR","Low","Low","Low","High",789668,12644
"170",5133,"AR","Sevier County, AR","Low","Low","High","Low",944093,7241
"171",5135,"AR","Sharp County, AR","High","Low","Low","Low",68184,2084
"172",5137,"AR","Stone County, AR","High","Low","Low","Low",255996,5706
"173",5139,"AR","Union County, AR","High","Low","High","High",7907543,375912
"174",5141,"AR","Van Buren County, AR","High","Low","Low","Low",370385,6488
"175",5143,"AR","Washington County, AR","Low","Low","Low","Low",10598749,179119
"176",5145,"AR","White County, AR","Low","Low","Low","Low",832486,14940
"177",5147,"AR","Woodruff County, AR","Low","Low","Low","High",18864,46
"178",5149,"AR","Yell County, AR","Low","Low","Low","Low",257123,4832
"179",6001,"CA","Alameda County, CA","High","Low","Low","High",4319856,75187
"180",6003,"CA","Alpine County, CA","High","Low","Low","High",2827,0
"181",6005,"CA","Amador County, CA","High","Low","Low","Low",85707,2343
"182",6007,"CA","Butte County, CA","High","Low","High","Low",579966,8016
"183",6009,"CA","Calaveras County, CA","High","Low","High","Low",65984,2172
"184",6011,"CA","Colusa County, CA","High","Low","High","Low",100912,955
"185",6013,"CA","Contra Costa County, CA","High","Low","Low","High",3292835,40409
"186",6015,"CA","Del Norte County, CA","High","Low","High","High",41567,154
"187",6017,"CA","El Dorado County, CA","High","Low","Low","Low",294763,700
"188",6019,"CA","Fresno County, CA","High","Low","Low","High",5401142,66630
"189",6021,"CA","Glenn County, CA","High","Low","High","Low",115881,811
"190",6023,"CA","Humboldt County, CA","High","Low","Low","High",227251,3456
"191",6025,"CA","Imperial County, CA","High","Low","High","Low",2486469,56509
"192",6027,"CA","Inyo County, CA","High","Low","Low","High",39360,2197
"193",6029,"CA","Kern County, CA","High","Low","Low","High",6042885,62450
"194",6031,"CA","Kings County, CA","High","Low","High","High",19679433,1856062
"195",6033,"CA","Lake County, CA","High","Low","Low","Low",10437532,247745
"196",6035,"CA","Lassen County, CA","High","Low","High","High",226223,238
"197",6037,"CA","Los Angeles County, CA","High","Low","Low","High",59976957,1331978
"198",6039,"CA","Madera County, CA","High","Low","Low","Low",839936,11722
"199",6041,"CA","Marin County, CA","High","Low","Low","Low",1243628,19948
"200",6043,"CA","Mariposa County, CA","High","Low","Low","Low",17618,445
"201",6045,"CA","Mendocino County, CA","High","Low","High","Low",187074,3037
"202",6047,"CA","Merced County, CA","High","Low","Low","High",1649808,24119
"203",6049,"CA","Modoc County, CA","High","Low","High","Low",12030,2
"204",6051,"CA","Mono County, CA","High","Low","High","Low",54922,464
"205",6053,"CA","Monterey County, CA","High","Low","High","High",1997925,15445
"206",6055,"CA","Napa County, CA","High","Low","Low","High",384599,2818
"207",6057,"CA","Nevada County, CA","High","Low","Low","Low",200304,4122
"208",6059,"CA","Orange County, CA","High","Low","High","High",24106517,441269
"209",6061,"CA","Placer County, CA","High","Low","High","High",838843,9737
"210",6063,"CA","Plumas County, CA","High","Low","High","Low",18471,7
"211",6065,"CA","Riverside County, CA","High","Low","High","High",12947120,233000
"212",6067,"CA","Sacramento County, CA","High","Low","High","High",4674911,77308
"213",6069,"CA","San Benito County, CA","High","Low","High","Low",261093,2292
"214",6071,"CA","San Bernardino County, CA","High","Low","High","High",12451039,171282
"215",6073,"CA","San Diego County, CA","High","Low","High","High",10827207,167372
"216",6075,"CA","San Francisco County/city, CA","High","Low","High","High",2289679,23513
"217",6077,"CA","San Joaquin County, CA","High","Low","Low","High",3823964,72833
"218",6079,"CA","San Luis Obispo County, CA","High","Low","Low","Low",768331,5318
"219",6081,"CA","San Mateo County, CA","High","Low","High","High",2089742,33271
"220",6083,"CA","Santa Barbara County, CA","High","Low","High","Low",1801597,19782
"221",6085,"CA","Santa Clara County, CA","High","Low","Low","High",4664377,74379
"222",6087,"CA","Santa Cruz County, CA","High","Low","High","Low",1161637,15638
"223",6089,"CA","Shasta County, CA","High","Low","High","Low",407494,5204
"224",6091,"CA","Sierra County, CA","High","Low","High","Low",27647,774
"225",6093,"CA","Siskiyou County, CA","High","Low","High","Low",58878,258
"226",6095,"CA","Solano County, CA","High","Low","High","High",1377978,12578
"227",6097,"CA","Sonoma County, CA","High","Low","Low","Low",1530293,19779
"228",6099,"CA","Stanislaus County, CA","High","Low","Low","High",3207195,59545
"229",6101,"CA","Sutter County, CA","High","Low","Low","High",391378,2754
"230",6103,"CA","Tehama County, CA","High","Low","High","Low",164470,1991
"231",6105,"CA","Trinity County, CA","High","Low","High","Low",46868,1109
"232",6107,"CA","Tulare County, CA","High","Low","Low","Low",3125147,52701
"233",6109,"CA","Tuolumne County, CA","High","Low","Low","Low",102183,1072
"234",6111,"CA","Ventura County, CA","High","Low","Low","High",2713987,27823
"235",6113,"CA","Yolo County, CA","High","Low","Low","High",607446,12435
"236",6115,"CA","Yuba County, CA","High","Low","Low","High",250430,1549
"237",8001,"CO","Adams County, CO","High","Low","High","Low",4493161,83550
"238",8003,"CO","Alamosa County, CO","Low","Low","High","Low",74118,2123
"239",8005,"CO","Arapahoe County, CO","High","Low","Low","High",2994287,93253
"240",8007,"CO","Archuleta County, CO","High","Low","High","Low",21869,0
"241",8009,"CO","Baca County, CO","Low","Low","High","Low",9609,8
"242",8011,"CO","Bent County, CO","Low","Low","High","Low",24789,211
"243",8013,"CO","Boulder County, CO","Low","Low","High","Low",1110606,21942
"244",8014,"CO","Broomfield County/city, CO","Low","Low","High","Low",209279,8883
"245",8015,"CO","Chaffee County, CO","Low","Low","Low","Low",83452,4936
"246",8017,"CO","Cheyenne County, CO","Low","Low","Low","Low",57645,1054
"247",8019,"CO","Clear Creek County, CO","High","Low","High","Low",17548,293
"248",8021,"CO","Conejos County, CO","Low","Low","High","Low",16036,145
"249",8023,"CO","Costilla County, CO","High","Low","High","Low",9894,156
"250",8025,"CO","Crowley County, CO","Low","Low","High","High",77278,559
"251",8027,"CO","Custer County, CO","Low","Low","High","Low",346670,3814
"252",8029,"CO","Delta County, CO","Low","Low","High","Low",266840,5874
"253",8031,"CO","Denver County/city, CO","High","Low","High","High",4019537,106971
"254",8033,"CO","Dolores County, CO","Low","Low","Low","Low",1740,0
"255",8035,"CO","Douglas County, CO","Low","Low","High","Low",7625374,89786
"256",8037,"CO","Eagle County, CO","High","Low","Low","Low",338855,2520
"257",8039,"CO","Elbert County, CO","Low","Low","High","Low",196733,2642
"258",8041,"CO","El Paso County, CO","High","Low","High","High",10358821,169432
"259",8043,"CO","Fremont County, CO","High","Low","High","Low",580371,5763
"260",8045,"CO","Garfield County, CO","Low","Low","High","Low",669245,6194
"261",8047,"CO","Gilpin County, CO","High","Low","High","Low",7517,31
"262",8049,"CO","Grand County, CO","High","Low","High","Low",59779,420
"263",8051,"CO","Gunnison County, CO","Low","Low","Low","Low",78072,1673
"264",8053,"CO","Hinsdale County, CO","Low","Low","High","Low",1153,0
"265",8055,"CO","Huerfano County, CO","High","Low","High","Low",12004,629
"266",8057,"CO","Jackson County, CO","Low","Low","High","Low",5185892,90335
"267",8059,"CO","Jefferson County, CO","High","Low","High","Low",15825803,309081
"268",8061,"CO","Kiowa County, CO","Low","Low","High","Low",43095,637
"269",8063,"CO","Kit Carson County, CO","Low","Low","High","Low",29535,945
"270",8065,"CO","Lake County, CO","High","Low","High","Low",10437532,247745
"271",8067,"CO","La Plata County, CO","Low","Low","High","Low",116163,877
"272",8069,"CO","Larimer County, CO","Low","Low","Low","Low",924342,12264
"273",8071,"CO","Las Animas County, CO","High","Low","Low","Low",19544,109
"274",8073,"CO","Lincoln County, CO","Low","Low","High","Low",2971136,39319
"275",8075,"CO","Logan County, CO","Low","Low","High","Low",1082458,18834
"276",8077,"CO","Mesa County, CO","High","Low","High","Low",418682,4909
"277",8079,"CO","Mineral County, CO","Low","Low","Low","Low",114777,2366
"278",8081,"CO","Moffat County, CO","Low","Low","Low","Low",23636,664
"279",8083,"CO","Montezuma County, CO","High","Low","Low","High",63488,1306
"280",8085,"CO","Montrose County, CO","Low","Low","High","Low",125956,3624
"281",8087,"CO","Morgan County, CO","Low","Low","High","Low",1889018,36521
"282",8089,"CO","Otero County, CO","Low","Low","Low","Low",378005,4810
"283",8091,"CO","Ouray County, CO","High","Low","High","Low",10051,360
"284",8093,"CO","Park County, CO","Low","Low","High","Low",182698,913
"285",8095,"CO","Phillips County, CO","Low","Low","Low","Low",192740,4483
"286",8097,"CO","Pitkin County, CO","High","Low","Low","Low",65095,573
"287",8099,"CO","Prowers County, CO","Low","Low","High","Low",49097,871
"288",8101,"CO","Pueblo County, CO","High","Low","High","Low",646704,14899
"289",8103,"CO","Rio Blanco County, CO","Low","Low","High","Low",11557,72
"290",8105,"CO","Rio Grande County, CO","High","Low","High","Low",29028,543
"291",8107,"CO","Routt County, CO","High","Low","Low","Low",61898,2131
"292",8109,"CO","Saguache County, CO","Low","Low","High","Low",30329,485
"293",8111,"CO","San Juan County, CO","Low","Low","High","Low",1068459,50725
"294",8113,"CO","San Miguel County, CO","High","Low","High","Low",66296,91
"295",8115,"CO","Sedgwick County, CO","Low","Low","High","Low",2560430,20703
"296",8117,"CO","Summit County, CO","High","Low","Low","Low",2103446,63446
"297",8119,"CO","Teller County, CO","High","Low","High","Low",59737,890
"298",8121,"CO","Washington County, CO","Low","Low","High","Low",10598749,179119
"299",8123,"CO","Weld County, CO","Low","Low","Low","Low",1547929,40293
"300",8125,"CO","Yuma County, CO","Low","Low","High","Low",2763768,62392
"301",9001,"CT","Fairfield County, CT","High","Low","Low","High",6628408,369989
"302",9003,"CT","Hartford County, CT","High","Low","High","High",4221710,354064
"303",9005,"CT","Litchfield County, CT","Low","Low","Low","Low",593635,36572
"304",9007,"CT","Middlesex County, CT","Low","Low","High","Low",13873646,889355
"305",9009,"CT","New Haven County, CT","High","Low","High","High",4406595,276756
"306",9011,"CT","New London County, CT","High","Low","High","High",707921,30195
"307",9013,"CT","Tolland County, CT","Low","Low","High","Low",391520,17274
"308",9015,"CT","Windham County, CT","High","Low","High","Low",349855,5797
"309",10001,"DE","Kent County, DE","High","Low","High","High",4765378,105140
"310",10003,"DE","New Castle County, DE","High","Low","High","High",2637082,70945
"311",10005,"DE","Sussex County, DE","High","Low","High","High",2248358,97803
"312",11001,"DC","District of Columbia","High","Low","High","High",3644621,146395
"313",12001,"FL","Alachua County, FL","Low","Low","High","High",1538175,11382
"314",12003,"FL","Baker County, FL","Low","Low","High","High",301433,4645
"315",12005,"FL","Bay County, FL","Low","Low","High","High",1509692,32622
"316",12007,"FL","Bradford County, FL","Low","Low","High","High",330895,5102
"317",12009,"FL","Brevard County, FL","High","Low","High","High",1891173,53266
"318",12011,"FL","Broward County, FL","High","Low","Low","High",15113666,254355
"319",12013,"FL","Calhoun County, FL","Low","Low","High","High",1886012,37917
"320",12015,"FL","Charlotte County, FL","High","Low","Low","Low",689720,29830
"321",12017,"FL","Citrus County, FL","High","Low","High","Low",550423,20136
"322",12019,"FL","Clay County, FL","Low","Low","High","High",2512056,50879
"323",12021,"FL","Collier County, FL","High","Low","Low","Low",2566658,42064
"324",12023,"FL","Columbia County, FL","Low","Low","High","High",2307534,47395
"325",12027,"FL","DeSoto County, FL","Low","Low","Low","High",1570689,18159
"326",12029,"FL","Dixie County, FL","Low","Low","High","Low",134222,1517
"327",12031,"FL","Duval County, FL","High","Low","High","High",6083209,78308
"328",12033,"FL","Escambia County, FL","High","Low","Low","High",2624851,46572
"329",12035,"FL","Flagler County, FL","High","Low","Low","High",345341,5223
"330",12037,"FL","Franklin County, FL","Low","Low","Low","High",10867139,218177
"331",12039,"FL","Gadsden County, FL","High","Low","High","High",477872,7617
"332",12041,"FL","Gilchrist County, FL","Low","Low","High","Low",100200,2282
"333",12043,"FL","Glades County, FL","Low","Low","High","High",99364,1077
"334",12045,"FL","Gulf County, FL","Low","Low","Low","Low",146798,2287
"335",12047,"FL","Hamilton County, FL","High","Low","Low","High",7810020,128627
"336",12049,"FL","Hardee County, FL","High","Low","Low","Low",253631,2228
"337",12051,"FL","Hendry County, FL","High","Low","Low","High",413287,8358
"338",12053,"FL","Hernando County, FL","High","Low","High","Low",622511,23965
"339",12055,"FL","Highlands County, FL","High","Low","Low","Low",449875,17680
"340",12057,"FL","Hillsborough County, FL","High","Low","Low","High",9503925,189811
"341",12059,"FL","Holmes County, FL","Low","Low","Low","Low",515019,16983
"342",12061,"FL","Indian River County, FL","High","Low","Low","Low",653368,19116
"343",12063,"FL","Jackson County, FL","Low","Low","Low","High",5185892,90335
"344",12065,"FL","Jefferson County, FL","Low","Low","High","High",15825803,309081
"345",12067,"FL","Lafayette County, FL","Low","Low","Low","High",846519,12696
"346",12069,"FL","Lake County, FL","High","Low","High","High",10437532,247745
"347",12071,"FL","Lee County, FL","High","Low","Low","Low",7279484,145230
"348",12073,"FL","Leon County, FL","Low","Low","High","High",1901289,16505
"349",12075,"FL","Levy County, FL","Low","Low","Low","Low",189678,1721
"350",12077,"FL","Liberty County, FL","Low","Low","High","High",690322,14006
"351",12079,"FL","Madison County, FL","Low","Low","High","High",7167895,123804
"352",12081,"FL","Manatee County, FL","High","Low","High","Low",2332734,59210
"353",12083,"FL","Marion County, FL","High","Low","Low","High",11139856,313433
"354",12085,"FL","Martin County, FL","Low","Low","Low","Low",1276300,32639
"355",12086,"FL","Miami-Dade County, FL","High","Low","Low","High",32901830,581489
"356",12087,"FL","Monroe County, FL","High","Low","High","Low",5435794,166229
"357",12089,"FL","Nassau County, FL","Low","Low","Low","Low",13117805,627536
"358",12091,"FL","Okaloosa County, FL","Low","Low","High","High",1069782,19541
"359",12093,"FL","Okeechobee County, FL","Low","Low","High","Low",279467,4880
"360",12095,"FL","Orange County, FL","High","Low","High","High",24106517,441269
"361",12097,"FL","Osceola County, FL","High","Low","High","High",2564642,31446
"362",12099,"FL","Palm Beach County, FL","High","Low","High","High",9303503,263141
"363",12101,"FL","Pasco County, FL","High","Low","Low","Low",1927205,37387
"364",12103,"FL","Pinellas County, FL","High","Low","High","High",4543225,133666
"365",12105,"FL","Polk County, FL","High","Low","High","High",9066243,176153
"366",12107,"FL","Putnam County, FL","High","Low","High","High",2291169,50448
"367",12109,"FL","St. Johns County, FL","Low","Low","High","Low",1105728,12541
"368",12111,"FL","St. Lucie County, FL","High","Low","High","High",1510085,50361
"369",12113,"FL","Santa Rosa County, FL","Low","Low","Low","Low",1013029,13439
"370",12115,"FL","Sarasota County, FL","High","Low","Low","Low",1721030,54852
"371",12117,"FL","Seminole County, FL","High","Low","High","High",2005965,39580
"372",12119,"FL","Sumter County, FL","High","Low","Low","Low",1413873,47209
"373",12121,"FL","Suwannee County, FL","Low","Low","High","Low",472857,13053
"374",12123,"FL","Taylor County, FL","High","Low","High","High",1363749,20610
"375",12125,"FL","Union County, FL","Low","Low","High","High",7907543,375912
"376",12127,"FL","Volusia County, FL","High","Low","High","High",2157754,48354
"377",12129,"FL","Wakulla County, FL","Low","Low","Low","High",205007,1829
"378",12131,"FL","Walton County, FL","Low","Low","Low","Low",845905,16723
"379",12133,"FL","Washington County, FL","Low","Low","Low","High",10598749,179119
"380",13001,"GA","Appling County, GA","Low","Low","Low","High",197080,6130
"381",13003,"GA","Atkinson County, GA","Low","Low","High","High",88156,1007
"382",13005,"GA","Bacon County, GA","Low","Low","Low","High",119374,2729
"383",13007,"GA","Baker County, GA","Low","Low","High","High",301433,4645
"384",13009,"GA","Baldwin County, GA","High","Low","Low","High",1501508,24281
